,Glutamate,Indole-3-acetate,Valine,Taurine,Histidine,4-Hydroxybenzoate,Betaine,Cytosine,Glutamine,Sarcosine,Thymidine,Tryptophan,Dimethylamine,Hypoxanthine,Citrate,Malate,Phenylalanine,Ascorbate,Creatine,Propionate,Ornithine,Tyrosine,"5,6-Dihydrouracil",Glutarate,Choline,Acetate,Methionine,Urea,2'-Deoxyuridine,2-Aminobutyrate,Threonine,N-Methylhydantoin,Guanosine,Acetoin,Arabinose,O-Acetylcarnitine,beta-Alanine,Phenylacetate,Lysine,Ribose,Valerate,"N,N-Dimethylglycine",Phenol,4-Hydroxyphenylacetate,Ethanolamine,2-Oxoglutarate,Proline,2-Hydroxybutyrate,Fucose,Lactate,Trimethylamine,2'-Deoxyinosine,Ethanol,Inosine,DL-methionine-sulfoxide,Uracil,Acetaminophen,Isopropanol,5-Aminopentanoate,Galactose,Aspartate,Xylose,p-Cresol,Formate,Arginine,beta-Pseudouridine,N-Acetylglucosamine,3-Hydroxybutyrate,Pyruvate,Lactose,Fumarate,Uridine,Butyrate,3-Phenyllactate,Asparagine,Cadaverine,Glycine,Tyramine,"1,3-Dihydroxyacetone",Desaminotyrosine,Methanol,4-Aminobutyrate,Pyroglutamate,2-Hydroxyglutarate,N-Carbamoyl-beta-alanine,Putrescine,Methylsuccinate,Thymine,4-Hydroxyphenyllactate,Propylene glycol,Nicotinate,Allantoin,Serine,Carnitine,Isobutyrate,Isoleucine,N-Acetylneuraminate,Cytidine,Alanine,Urocanate,Isovalerate,Glucose,Succinate,Creatinine,Glycerol,Indole-3-lactate,Citrulline,Methylamine,myo-Inositol,Leucine
N-Carbamoyl-beta-alanine,4.762645717866887,4.954071566724838,5.2464811746307625,4.114849169402782,5.457324897986703,4.694005869529652,4.556177251253479,4.923091209718795,4.97916910308154,3.6915493559596433,5.207251159751828,5.462382822783161,5.224003940487253,5.903322699645062,4.632824993598192,4.405830547924236,5.381524793504107,5.636413793398824,4.575059258074783,4.358554278901196,5.361907194657573,5.042681668262235,4.779313894941578,3.9722344056152825,5.37094474250644,4.375207264660086,5.858174953846116,4.606872944327649,5.2940344910118915,5.200163136696432,5.6000781806473645,5.469854625692952,5.430821161721126,5.03619510337454,4.778140953086804,4.903410772479274,3.0269201588528043,4.358974649480068,5.138711770763227,5.054318834533353,3.798053545401635,4.520836595841686,5.369921792121794,4.398481565635065,4.7562877196425735,3.9068179851439697,5.770684201835129,5.079731478736586,4.809898816146387,4.675943220501891,5.567471619668451,5.204510294110023,5.226301429655168,5.295317161689927,5.635769469972538,4.654616396377044,5.153666586674649,5.2912234343297095,3.6421046078337813,5.185124152365541,4.5197207176025875,4.926010584372524,5.333770986185651,4.3771025298532775,5.195602779629266,4.756260228700223,4.852513347018166,3.5695190847231344,4.502276696823623,5.235753286684437,3.888985465692584,5.4418949932212035,3.772170469270865,5.5076986449190155,4.5119732244677015,5.08819464414742,4.526708704245452,5.185276101690979,5.20192185803483,4.45367127485067,4.888654254542299,3.811637565190488,4.466305630891287,4.06064039473825,0.0,5.162342512815607,4.65873735143894,4.965369365480625,4.819210757703955,4.3902378005908895,5.026428701663075,5.109181291625042,5.072632559927018,4.547312639617739,4.554538925126809,5.473442740403769,5.003972342732208,5.516972654925932,5.021161992717907,5.497613132712336,4.215046288239577,5.406244401608655,3.9476967757778447,5.685398306581998,4.709684054029324,5.442473351761648,4.231054359712417,5.0478674791765465,6.011550390144501,5.360600193550389
Putrescine,3.193029860370166,3.472807637738591,2.833504526332516,4.442239381093546,3.8127459352541737,4.517887710527974,3.2974823832379094,3.159069262536812,2.892292274527831,2.979077425153156,2.967897597824283,3.48643732966782,2.7752552640320225,4.706847757686632,2.9141977483983728,3.1006490894088468,3.51380572897644,3.326774658376561,3.144590898373723,2.898189305513707,2.842763573590985,3.7982357752102547,3.866392431773534,5.936979699212478,3.407692107548982,3.112617446134102,4.072294157133201,3.555772817196968,3.0881475841891177,2.963287293127505,3.096513674008228,4.174983786185431,3.216295866388311,2.8003729091524163,4.017668174351833,3.013019801834936,4.988227986075626,3.626012280781264,2.516759849302422,3.129496419904652,4.051488422801518,2.7307494209049494,3.091495800557208,4.708704518935428,3.0355686028183673,3.773337449452542,3.705228845054929,2.873235981981221,3.0765455662986416,3.069257260300473,3.24301702247344,3.480422199253165,3.054762231549035,3.445829887381246,3.7528116465073413,3.7597765099467972,3.8423418764576867,3.0293624021003827,5.76033830212883,3.7627568416243395,3.1745069128601897,3.560559327631792,3.930627584894885,3.6160728783557974,3.160938687077479,3.1843210763787115,2.751728050321667,3.8084465359521356,3.311240622773011,3.9337389619623075,5.026994867183799,3.304289175928009,3.5159154160547637,3.9170691616555593,3.1087653309736827,1.987746386878757,2.6636569220727133,3.817410141861031,3.4760997769047615,4.279330373244143,2.788486198202237,6.495261098175666,3.668924686113606,3.4255756296106457,5.162342512815607,0.0,2.845487767973388,3.7842762976404543,3.514104298001419,3.070283211809534,3.328640369996034,4.206351866262273,3.1403464351255943,3.1336396743247246,2.9647276886748894,2.797398563548277,2.8257588409922834,3.076860809761634,2.93610935168839,5.142380758347398,3.515764248240484,3.5633136192417303,4.8647498805678575,4.269620618677896,2.938972939830092,3.216911198834917,2.907417284445318,2.672441289109128,5.196880321246276,2.9984449796895927
Methylsuccinate,2.2205025561203557,2.564920242501748,2.5234037936670073,3.3331058116436405,3.5537697679092113,3.6661760432514705,2.568330827249685,2.7460969116077987,2.1602684378547767,1.9983635674528526,2.628897924481528,3.095373301247765,3.0748598686215045,4.4796270824319855,1.0803479561941858,1.6135870076008214,3.124796465693004,2.4581282183479978,2.4791598860842443,1.977219552808023,2.63653302060463,3.5131216008763975,3.6559601635215206,4.836954222791337,3.0669284006035955,2.2188721294869462,3.7808790930665013,3.1631715520933774,2.585088811771323,2.5166635701990567,2.6109650443403427,3.887522441614682,2.7372192148287335,2.4781772204084733,3.8740709452772446,1.9415582538921197,3.9201226982131487,2.7703602310341777,2.5174704028603134,2.5915450069438113,3.0599499104835193,1.7473956919471314,2.747112925449959,4.106789610681408,3.006797051178797,2.294960464002173,2.923032620897251,2.142802335775004,2.6620254333382367,2.1016103745113646,3.0413646558876546,3.1531121869538574,2.8649092171801396,3.0170679055230827,3.2312808222013274,3.3797029978826876,3.221092958837483,2.714370158994979,5.385092325993039,3.4784999996511563,2.0312807298751565,3.185015136331016,3.6539179976648852,2.418327501768877,2.9378874134393484,2.62148691101404,2.097771490021439,2.544383900751697,2.10974701981343,3.4253528897962213,4.0589413603529785,2.72735636030365,2.4080507907377044,3.625489757028038,2.202892224747648,3.6896119049575877,1.9857772617630496,4.064954570057861,3.3069900181727805,3.5781121849956596,2.3394306485322267,5.9429724266780815,2.7319790263361297,2.097303537554391,4.65873735143894,2.845487767973388,0.0,3.790342118169828,3.128816023479895,2.717887379354993,2.4225405310838837,3.7311825731801633,2.3144439694064043,2.2341055625224158,1.8158998860062145,2.2911005166486915,2.015182341637931,2.476177502763384,2.4831746665887193,4.666596121289397,2.568685868151102,2.959874679459815,3.728739300049682,3.983570743483732,2.793650143497102,2.848622450532928,2.5518885964828026,2.531529686054501,4.967078716180128,2.4053390811365984
Thymine,3.8843496684989574,3.9922053084313585,3.6981134864466227,4.589509289755051,4.152567389298278,4.365054124328479,3.607272230469354,2.8459543112699004,3.6939405470755857,3.549846573635659,3.4555777307880815,4.132477039474032,3.9428422616536856,4.990102417225713,3.861703920442983,3.788293419806646,4.051056938612236,4.359412099484107,3.5828961328781666,3.3993015127621637,4.050182216250553,3.8399756385034034,4.551291115577792,5.609974270680316,4.018379229603574,3.5388710019420118,4.918728196147508,3.826265260335765,3.5728499097390145,3.889906578838912,3.8907037900964627,4.587659984645553,3.9233342778005005,3.539751768595707,4.344042978713356,3.6633871627230254,5.020773795744015,3.7905700703805376,3.8264907841604443,3.8561167714922533,4.04910817416632,3.3965205087079084,3.7732507673813114,4.184477082705903,3.61136246580888,4.218544214959719,4.3966784205497005,3.7575080336951228,3.649408355916292,3.5846488734183484,4.1470884096320075,4.092123036090001,3.832800071046899,4.069437426430281,4.599762199234199,2.518762159315796,3.9725312434764595,3.8189448942588085,5.171141901010577,4.393696204683044,3.9094055479260694,4.022337510261314,4.07581681394127,4.027309688400602,4.054563514257392,3.1367747625255444,3.544484086481568,4.064819708405637,3.8166972184529055,4.467942170693202,5.154486201273298,3.6800232551571708,3.7467308154862953,4.46491214381554,3.5765719098376225,4.066393425995992,3.4268489105806434,3.864770273589312,3.832978008488197,3.989122881565313,3.5820295623700775,5.899620209879877,4.111169068182187,3.7997114099831832,4.965369365480625,3.7842762976404543,3.790342118169828,0.0,3.507649660291878,3.1050245656678386,3.8081200302087597,4.3385036794480465,3.992901905416462,3.55314864103734,3.588537387882781,3.796227270487927,3.6792526123886287,3.9063830375062105,3.563616342491557,4.858748636601509,3.809207247732593,4.228564700362116,5.0923090948476295,4.843562570406897,3.4539620567093396,4.022194917224257,3.580248957085459,3.6836640494644217,5.67531958004897,3.842703245072323
4-Hydroxyphenyllactate,3.159033495124058,3.1129682984975977,2.984729298220327,4.4746019125330205,3.5474944489659377,3.201247048131975,3.3389427513922216,3.401533760132059,3.1739284765533053,3.045559838996366,2.990482861505782,2.969792634132721,3.67998798218161,4.705886820600615,3.1589996771007334,3.171170806864787,3.08398451542677,3.7178184108844072,3.322348085307898,2.866512796705242,3.57483773649119,1.9600260124412894,4.320373778462121,5.306935136303759,4.018956540500021,3.1434397150208775,4.624315232450524,3.729997469337469,3.250471140414745,3.172558675137295,3.4030743563306913,4.457297633839588,3.4924007586740027,3.011710540534848,4.3082770727526585,3.1843571224287994,4.424620338209429,2.875416516282938,3.3496047955900083,3.37443302893252,3.5421481531178864,2.907552375572984,3.1065033204291757,2.73662005701234,3.5436489495302546,3.613891426648101,4.003295069578644,2.888639556730621,3.2410483288370457,2.7392281268389147,3.7599490690793327,3.5268553485847884,3.4986586440993706,3.575617423124413,4.240235255578807,3.795322947848097,3.372285352565268,3.4541061959795503,5.331019774646324,3.942596734050205,3.242063030651629,3.8047032777015763,2.4998093254578317,3.4760339745790607,3.6725761460521276,3.2660365543881746,3.10658322631846,3.428083268974782,3.1829742911339554,4.0524947649735275,4.581369793669674,3.4606893162567163,3.058965535069029,3.924303750687413,3.138553089030169,4.05734648863843,2.9314379952796195,2.2981218063074915,3.6549834805185726,1.9920509329013045,3.241978057196975,5.7694806327274835,3.5534972861474654,2.9265156149158833,4.819210757703955,3.514104298001419,3.128816023479895,3.507649660291878,0.0,2.760805767873142,3.374592060218877,4.226713125146289,3.168384518221517,3.411640296202804,2.913130419189458,3.1168434133497356,3.090537980117041,3.431247007156196,3.000763585563965,4.646305671164081,3.1317898479631645,3.6480023770875216,4.696096407208476,4.56447128289138,3.222079072417628,2.929364199917854,3.3711028729657366,3.3784970530997604,5.268797930823281,3.2011336638161767
Propylene glycol,2.7800387499573023,3.203691044197102,2.548226964285979,4.2053293424388745,3.765121116339338,3.824396690756197,3.131541713538951,2.985974271170068,2.5363741023028448,2.668284151140997,2.71745510234944,3.362441534514869,3.1092071915981907,4.403937908125194,2.968873190443185,2.739635193627974,3.280276140153555,3.3163956375081822,2.9501035090589203,2.1937541272519345,2.9979173719228105,3.1638118136480307,4.046695861966151,4.957293651081502,3.345617312843145,2.586432914248583,4.041099715526269,3.099998108525072,2.7939034991606038,2.634142348613747,3.007372250582273,4.329732298739228,2.9720286094575536,2.3898610868547223,3.521696683797293,2.803734995013278,4.372790400625671,3.1382134878876227,2.710550761863843,2.6640486423102625,3.181032294819815,2.611449116898451,2.821521208207976,3.8372176978821426,2.7359194711467674,3.2507453106059008,3.8174033478870055,2.4553364753759053,2.4056067729809243,1.8158792769844474,3.2861712234394327,3.112964699135672,2.894889031370245,2.9900970674606673,3.7265774431474195,3.1872521723201563,3.4222086881954596,2.7207284481324496,5.016870369848877,3.3389094156430255,3.040303289035843,2.911021944536161,3.329486713355364,3.1786154731266154,3.0786117731266014,2.490813197964348,2.366771495984128,3.2337852998060197,2.7620873876451806,3.4814039614988332,4.656742418620642,2.8858330846327513,2.8453338437852485,3.659853975648803,2.4334433307952827,3.4577185297586377,2.1027474622499165,3.41444290784414,3.334136062494996,3.3067943787925325,2.553000837710703,5.701947849962324,2.976812671393917,2.5574400483874955,4.3902378005908895,3.070283211809534,2.717887379354993,3.1050245656678386,2.760805767873142,0.0,3.260835444066547,3.8689569038552167,2.672014717917474,2.823061524902625,2.307989772613822,2.8209566281832106,2.4776351283126288,2.8460327031106214,2.149868676199827,5.043145761549291,2.8944572001169813,3.0604799410043904,4.303611986730519,4.5368232371580035,2.1387551239219884,3.244122964666216,2.614825374276532,2.6786096169524236,4.866135580360578,2.744253834980719
Nicotinate,2.829954833827931,2.888199577143073,3.0174111373720924,4.242502840070386,3.657262772535031,3.2841792133386525,3.3711461082182503,2.8512489950914754,2.7629674062570597,2.604796860077675,3.0179762536673227,3.4878330585986035,3.325845263528965,4.64734842206626,2.4879424158502905,2.6731920518969923,3.452239906357023,3.2238518567024137,2.837350512114515,2.315727118441365,3.0555895298675013,3.7408441366385548,4.014930883734825,5.171078336255668,3.8706789010951472,2.7593788785102453,4.179988223774478,3.3943328901691,3.151089137789139,3.068457001967453,3.173632953610721,3.7280888308373656,3.140835319100695,2.810294872686866,3.9449855493967783,2.788752427688079,4.43364538782641,2.862345681781975,2.886561235128962,3.023367620224245,3.3607082026414465,2.470171874227087,2.9638889599433624,4.12855023925832,3.1818757072509802,2.973811028084656,3.18985741072113,2.896340149849263,3.095760388443995,2.823656430671569,3.5351679043350255,3.5639087115351114,3.0794601415623584,3.4897216279164307,3.779913159204494,3.6037372886006156,3.3872000422142285,3.0911852160618114,5.407399134025567,3.734847004269811,2.948354972446745,3.604671855464289,3.754773097769555,2.8349648875626996,3.380040640595191,3.2618110828794715,2.52440228896434,3.3825593854528466,2.3419893493628345,3.858424101574584,4.397265297811877,3.2709675880127493,2.8588569156672663,3.795841371955141,2.955032269589341,3.8591029856577754,2.427088182234917,4.275086543143028,2.9955972347802877,3.7596824889015354,2.6283344457624556,6.169129756189923,3.402536587000689,2.865286552802809,5.026428701663075,3.328640369996034,2.4225405310838837,3.8081200302087597,3.374592060218877,3.260835444066547,0.0,3.7311222472671313,2.9958352168062077,3.2861947634851516,2.3585214935063212,2.981024238657635,2.569893322167227,3.0071260245222833,2.948586441433376,4.5098966724977645,3.137345857968064,3.554114541319209,4.404854994218351,3.945266045137141,2.9041716050959736,3.307186944354673,2.9485123805605857,2.766289208163556,5.267048759270484,2.966692274066975
Allantoin,3.9176215712945663,4.156254325137732,3.9632215315590376,4.8097783132854435,4.391736804227836,4.721779704414432,4.062152175747492,3.355747926234625,3.542058846786849,3.5267343401151514,3.6612722320341153,4.196270625695825,3.717543947093056,4.788863247595787,3.8152939897871287,3.911315881972922,4.046930293627417,4.156721715572453,3.3841265822679816,3.2601386703121404,3.87578504801092,4.349127728521809,3.1998830614321974,5.954447917254752,4.596981658967373,3.303159564721502,4.760265552416498,3.095447799909097,3.6744150795810975,4.048000159153413,4.313284058967997,3.685882410302135,3.8392957381830444,3.486188770340211,4.638323915531326,3.6385808181437316,5.252222372758243,4.040281687070582,3.741646678124629,4.071703737796179,4.379064014726338,3.3288727368393944,3.629759992033292,5.036189630837562,3.7546848024118957,4.085829499542501,4.278481044296013,3.9203590853024255,3.9491017104790553,3.82428302565332,3.9224267814530136,3.901417298290479,3.6320651991939505,3.910134419793867,4.457423804281065,3.9539388878761885,3.6303293006148776,3.8127443887639103,6.053230369282437,4.484465737134133,4.1178444684589675,4.3758458013276025,4.346388371972487,3.554150888493691,3.9657297554563766,3.8315625510551836,3.3974346187677744,4.266522992798187,3.3174276549687005,4.554143077915274,5.208553222209375,3.8482694495465797,4.089500596659189,4.293323477640844,3.425858668162808,4.4768141550950995,3.132311275994186,4.733825526490126,3.653082913845341,4.663614065773173,3.235263519937326,6.691456857779966,3.6573553830799725,4.034821315088484,5.109181291625042,4.206351866262273,3.7311825731801633,4.3385036794480465,4.226713125146289,3.8689569038552167,3.7311222472671313,0.0,3.7434786241850624,4.01096238388436,3.4124873467304155,3.926578938144069,3.34575283572234,3.8377851439966095,3.939279253662906,5.406612631822173,4.226007170144221,4.412111263886427,5.24847229713509,4.298866601131566,3.7474380684715483,4.131078807219207,3.2443234971433377,3.3141889937576297,5.791630451606657,3.995039594756748
Serine,2.6687490738667625,3.1637669851126944,2.2679506813718238,4.456147377969197,3.742333596678546,4.060932281708745,3.0674656422778757,3.1061828561684477,2.3203490927404777,2.952258565710802,2.803776722087039,3.1611850252004277,3.2382846625337147,4.687453493583629,2.392880469151299,2.6919078099831073,3.3410607602622138,2.6443867358905297,2.973596733285593,2.404495945216415,2.393157046899341,3.641160374566145,3.9118435671282223,5.728374515179913,3.402478296792759,2.7631665885198347,3.368126409618438,3.3813490890440736,2.853484355055279,1.9867134522924967,2.297204552769241,4.122158625782777,2.9895480899045914,2.535028124082936,3.7105820581314894,2.5540608998052794,4.88773718161924,3.4348807949048656,2.337726059144604,2.4162809263531346,3.882961727333789,2.4913107418233627,2.886097563079176,4.524920734596821,3.033196754618569,3.4885860255351857,3.6946211959519184,1.7694905635624765,2.7514719943967836,2.2829843900277162,3.325202678256339,3.3374633579591144,3.0441983927754492,3.2120068822219707,2.8897694815981163,3.712548072086451,3.3543398417469925,2.899634347836311,5.953331999269657,3.2783565655635822,2.757916162447439,2.8982249384166336,3.7174951571383112,3.0683749512047442,2.8868081969221766,2.993588414694354,2.102125523423852,3.703122133638358,2.778009092615286,3.3788973067958286,4.867955996855619,2.9210962306192947,3.4120776892973526,3.752918424011475,2.6962737994139236,3.851481655235394,2.0234164339997576,4.146576215247296,3.314868613460935,4.079243468497984,2.5616409697589684,6.536446784204615,3.1443992103375047,2.6725947130047,5.072632559927018,3.1403464351255943,2.3144439694064043,3.992901905416462,3.168384518221517,2.672014717917474,2.9958352168062077,3.7434786241850624,0.0,3.0354032063252547,2.2566290370355078,2.093411077807472,2.317378129653997,2.7547734087764444,2.345667786215419,5.0126695281783205,3.4263207113367837,2.577023536174472,4.786581726289715,4.370730581331141,2.5085374554641873,2.7752753238562993,2.383365912418164,2.6704563002004638,4.924822375974547,2.457653343308935
Carnitine,2.6053486219741666,2.9856842133918766,2.8899080536978534,3.651721514468765,4.004476526327036,3.932973701970135,1.9170165135769046,2.972058583915213,2.5019059021151717,2.393450585006845,2.9650382051864597,3.407503777711422,3.169744045266921,4.601332149073733,2.3683941748191257,2.4206677725146473,3.3856359484012635,3.178537428995378,2.7562002013965152,2.5027325833072886,3.042124721408518,3.6407190852547346,3.821210606772922,4.892021476721816,1.7619426374031386,2.54016440062264,4.092957929442814,3.1642459335111734,2.830837466899531,2.9563598136179747,3.095971554479965,4.248152841244291,3.1756344130528293,2.8257380399659446,4.049038840869147,1.789615115165394,4.033633552651606,2.88326901167145,2.8765008185976457,3.232113151272565,3.200678253378034,2.1992554348737356,3.149852772290779,3.983705195655186,3.115357202430854,2.890045685364171,3.5419633276135096,2.8155450613109427,2.9418589061533362,2.7849623531196315,3.0386145626778482,3.364420327282884,3.0970821454612185,3.3138872492155054,3.6176770299142404,3.3197437594762254,3.539300894591193,2.914032638442385,5.312118123084141,3.8259859400981715,2.5189783075877803,3.58194049509482,3.8422973290868634,3.1112472056388008,3.142770718990066,2.739018720225747,2.6262303521013552,2.8047812468643927,2.8755006665145664,3.8098205108872487,4.159772009960655,3.044977054021262,2.7241257008394193,3.6408422646410834,2.4361716682138383,3.720281365005602,2.510644957899967,3.837859512774118,3.473024347335372,3.6412689590300196,2.6129917503864997,5.794119636524242,3.0539154187343964,2.5951710913079618,4.547312639617739,3.1336396743247246,2.2341055625224158,3.55314864103734,3.411640296202804,2.823061524902625,3.2861947634851516,4.01096238388436,3.0354032063252547,0.0,2.613913496488986,2.6823280163210974,2.6782614593964675,2.942828265486749,2.9051494238077824,4.796805753409234,2.6478219146160336,3.5965654780694165,3.9269915264620257,4.368997931348221,3.057807696715667,3.3189306187293335,2.712983261017425,2.757734868563434,5.142834484356606,2.8253713149987623
Isobutyrate,2.522824331360687,2.6191520880517927,2.2746683695793,3.778476773916571,3.5139977413476005,3.353560466470288,2.730459649825207,2.80461536270229,2.336065690741313,2.066608500458419,2.6612100980725213,2.9378957005220743,2.692752599755241,4.382366752894285,2.017796621025434,2.3244374513738815,2.927385373050863,2.7953925443110608,2.581784225645581,1.0676680316625764,2.7371940889422577,3.218282603346734,3.656565215064634,4.815387471805566,3.254658473367877,1.7457683314062513,3.9260004883262045,2.832333446887512,2.7913179950729763,2.46607540223363,2.6522588240354468,3.8363025414282625,2.96399962363002,1.6298295894190256,3.88285783544409,2.1522102076761116,4.103979145922756,2.5222647376432326,2.5858447703033263,2.7121145651725964,2.5982949751163553,1.8277567621509434,2.1033113797350578,3.799176543635072,2.683479914193209,2.5678463535386102,3.258395223887039,2.3237447927474935,2.8168485382916284,2.1489520740800097,3.039953450802895,3.103216072061272,2.2568220041646545,3.1070506891485006,3.4983720240211396,3.4136979257371904,3.022951822825545,2.083944141536788,5.109388042414189,3.567631031261505,2.5264735505851563,3.329303725712043,3.2289618020700375,2.1209742945521,3.1230921784827057,2.85931646960295,2.1521546568908128,2.7878560677118136,1.4539446496104058,3.606633206963823,4.144431990614696,3.0288127372180216,2.2195359223571276,3.5507626815089726,2.4134669283683676,3.5861846800076753,1.331293848310058,3.723394379627124,2.7311711281111606,3.3659854643521463,1.780393263633639,5.855009944082102,2.8739543882722725,2.3523312535458643,4.554538925126809,2.9647276886748894,1.8158998860062145,3.588537387882781,2.913130419189458,2.307989772613822,2.3585214935063212,3.4124873467304155,2.2566290370355078,2.613913496488986,0.0,2.2297958228444683,2.2999836290572087,2.805518489452395,2.2242296944328492,4.680405210419346,2.2574561360711254,3.2556776132352803,4.000025015658081,4.122882845549711,2.444236885768603,2.8140441240252456,2.5048135998183065,1.9266171002758736,5.1764537298147335,2.3874102448423775
Isoleucine,2.40837653955604,2.9148364846884096,1.235036812458653,4.60911589957081,3.3445783996635705,4.100714873757101,2.8979643242710167,2.714510931498081,1.978428589984518,3.0040248339324496,2.4606340442843853,2.6682938604834585,3.014749928797668,4.6257857609620805,2.456350485462531,2.688308374371625,2.7277950200968495,2.601236773428014,2.768265172021962,2.3472875198264287,2.117535875446586,3.23113961597711,3.85683120825957,6.000606564344293,3.1052827991568575,2.735549816977614,3.4118006779058874,3.432274451047491,2.4907274443372027,1.5245036388063864,1.4070837764075732,4.093947722108268,2.767943240889379,2.0532522970451343,4.191150251414148,2.090134970222856,5.079693561404413,3.1409118113579515,2.137036711564005,2.692474985322032,3.8244105994516984,2.3767498661606465,2.36449309112954,4.3876752680039175,3.1970801434056835,3.6255530114411676,3.2788084712653878,1.794199554044385,2.892294468121611,2.539977444578565,2.991347787158915,3.1648074577971887,2.7460862794419794,3.108223756914733,2.925802404015601,3.5992990247649157,3.219322882839553,2.4777242258153795,6.1939623824203895,3.5887326387316794,2.5613639893578473,3.4754124007523846,3.48577188786466,3.3791916763717844,2.374877094718717,2.8577578471622895,2.000958182231485,3.8208699372337795,2.8993593634785215,3.5599203304495854,4.9666899617311655,2.7516216238023614,3.377614431114984,3.4357372513952398,2.59111294791552,3.7225503421225166,2.1197476367208172,3.8512744416397906,3.2330239075721834,3.9939920147700394,2.2302946188726844,6.789855550049894,3.22070996357456,2.997884476954468,5.473442740403769,2.797398563548277,2.2911005166486915,3.796227270487927,3.1168434133497356,2.8209566281832106,2.981024238657635,3.926578938144069,2.093411077807472,2.6823280163210974,2.2297958228444683,0.0,2.2910485940148466,2.3575852311282675,1.8631009717972458,4.888683342173081,3.224349673011473,3.011695969097583,4.9398353081146995,4.1449879660692694,2.8177345452051927,2.530291493239541,2.393079442510984,2.3490757612375255,5.222766210988043,1.586387906210742
N-Acetylneuraminate,2.3368935447656156,2.693770281721815,2.50741096680403,4.042885079618733,3.559223494969081,4.027411027544893,2.838484627083282,2.5153821687355817,1.9425215990664824,2.4801773461143366,2.1060084793824485,2.964771546739279,2.971255747856374,4.412181908583614,2.255915092747402,2.116452510528575,3.0637329553106474,2.455864715066573,2.5040661281290837,2.178528152857015,2.4271319979149304,3.5370676106938674,3.665718986515969,5.38757487169841,3.3351173205390374,2.5967276597640234,3.612372076565124,2.9670551370084186,1.9539363698154986,2.403297442722263,2.7378959937876224,3.692211631815877,2.199985007712771,2.385833251834854,3.599541793050771,2.1823724431652507,4.5353722694255065,3.057450972918889,2.296617541050133,2.494415195367601,3.534805225816313,2.0348164310066443,2.603168729079984,4.367687613577893,2.8293516922783937,3.0972454712211537,3.073584851971715,1.9023550235918754,2.2202340286013484,1.9974305559047505,2.7642738424151787,2.797075027427156,2.7046637847671016,2.5491384289716645,3.2011373776240752,3.1906197869736297,3.122732363708696,2.662536474151189,5.768536798420444,3.2078179292739875,2.406639051808118,3.0124932203165122,3.5983961881540614,2.9108411795417184,2.691873411900701,2.39652719294133,1.6250984615157638,3.2186037020885614,2.561345919996229,3.2193395975598826,4.612140032045207,1.9854066729918642,3.018604982641015,3.371079699633537,2.135964254769294,3.615097608717803,2.045600302345701,4.051592767168447,2.9966684922691678,3.7981532926693373,2.2369482185254346,6.376589052044946,2.4764892477691727,2.4422809281626976,5.003972342732208,2.8257588409922834,2.015182341637931,3.6792526123886287,3.090537980117041,2.4776351283126288,2.569893322167227,3.34575283572234,2.317378129653997,2.6782614593964675,2.2999836290572087,2.2910485940148466,0.0,1.6856456894418284,2.5043432280479507,4.949838870785469,3.1028440948087295,2.8975681782357876,4.444966342508487,3.955036033425051,2.3725755741993253,2.6923415526327097,2.422364240208225,2.359071057407687,4.729047247978056,2.2899030351992122
Cytidine,2.628528090974393,3.0477480346601764,2.580147883204186,4.537564313671193,3.781530888611469,4.380649872845888,3.11833273719276,2.6959132512102646,2.2128057240758685,3.0661987573429705,1.9158344413280632,3.1361943155133574,3.3030092599793464,4.603469387442476,2.738102132828755,2.629529075980725,3.207560540459456,2.4805162065797446,2.867832832716987,2.708864835645255,2.593305881190942,3.7088237795977292,4.069535967826091,5.872076672143859,3.330892442726127,3.0987733642484585,3.701224133781288,3.5205570596616336,1.5910999244012944,2.6368392094794144,2.764223916898951,4.098831929186593,1.6392977292487068,2.6050232815568806,3.868293454191652,2.3840575938564514,5.088525548758065,3.354878734551779,2.5377988866028227,2.5169190412305187,3.9940212066302165,2.484160719033915,2.7299094812595506,4.691948169521664,3.151953177974666,3.572532597465811,3.208382341245533,2.345613436348919,2.4240967470091763,2.5218673656714854,3.0280482642557423,2.7566741136743986,2.968490680996213,2.2433109860957225,3.251616415041002,3.453612144577247,3.4076792848351785,2.8365813832723172,6.284947996170633,3.0896918703190037,2.862135977318971,3.3967188374937725,3.7370482438664223,3.5465872967469108,2.7081523255248614,2.1637505077659465,1.8443383967374072,3.789358610891363,3.199226962369727,2.839525461821465,5.061795379850952,1.3528112679122646,3.4800603099295633,3.6593915593028306,2.42629400486367,3.927607054144587,2.547630484061088,4.245650407611678,3.310798535789955,4.135006990185033,2.669145448012892,6.856118087259328,3.037247038447013,2.9803744776761043,5.516972654925932,3.076860809761634,2.476177502763384,3.9063830375062105,3.431247007156196,2.8460327031106214,3.0071260245222833,3.8377851439966095,2.7547734087764444,2.942828265486749,2.805518489452395,2.3575852311282675,1.6856456894418284,0.0,2.654593040658455,5.167173596267562,3.410665839602011,2.844353549755322,4.806862305258443,4.221739604299966,2.798355817482985,2.9467226429564235,2.719916078986405,2.736887063510075,4.845023679476852,2.371284836808005
