,inchikey,hmdb,kegg,inchi code
C00042_Succinate,KDYFGRWQOYBRFD-UHFFFAOYSA-N,HMDB0000254,C00042,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)"
C00631_2PG,GXIURPTVHJPJLF-UWTATZPHSA-N,HMDB0003391,C00631,"InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1"
"C06393_2,3-Diaminopropionate",PECYZEOJVXMISF-UHFFFAOYSA-N,HMDB0002006,C06393,"InChI=1S/C3H8N2O2/c4-1-2(5)3(6)7/h2H,1,4-5H2,(H,6,7)"
C00430_5-Aminolevulinate,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,HMDB0001149,C00430,"InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)"
C01262_Anserine,MYYIAHXIVFADCU-QMMMGPOBSA-N,HMDB0000194,C01262,"InChI=1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11/h5-6,8H,2-4,11H2,1H3,(H,13,15)(H,16,17)/t8-/m0/s1"
C01152_3-Methylhistidine,JDHILDINMRGULE-LURJTMIESA-N,HMDB0000479,C01152,"InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1"
C00630_Isobutyryl CoA,AEWHYWSPVRZHCT-NDZSKPAWSA-N,HMDB0001243,C00630,"InChI=1S/C25H42N7O17P3S/c1-13(2)24(37)53-8-7-27-15(33)5-6-28-22(36)19(35)25(3,4)10-46-52(43,44)49-51(41,42)45-9-14-18(48-50(38,39)40)17(34)23(47-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-14,17-19,23,34-35H,5-10H2,1-4H3,(H,27,33)(H,28,36)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/t14-,17-,18-,19+,23-/m1/s1"
C17715_Undecanoate,ZDPHROOEEOARMN-UHFFFAOYSA-N,HMDB0000947,C17715,"InChI=1S/C11H22O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H,12,13)"
C00383_Malonate,OFOBLEOULBTSOW-UHFFFAOYSA-N,,C00383,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)"
C01345_dITP,UFJPAQSLHAGEBL-RRKCRQDMSA-N,HMDB0003537,C01345,"InChI=1S/C10H15N4O13P3/c15-5-1-7(14-4-13-8-9(14)11-3-12-10(8)16)25-6(5)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,15H,1-2H2,(H,20,21)(H,22,23)(H,11,12,16)(H2,17,18,19)/t5-,6+,7+/m0/s1"
C04501_N-Acetylglucosamine 1-phosphate,FZLJPEPAYPUMMR-FMDGEEDCSA-N,HMDB0001367,C04501,"InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/t4-,5-,6-,7-,8-/m1/s1"
C00408_Pipecolate,HXEACLLIILLPRG-YFKPBYRVSA-N,HMDB0000070,C00408,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1"
C01042_N-Acetylaspartate,OTCCIMWXFLJLIA-BYPYZUCNSA-N,HMDB0000812,C01042,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1"
C00378_Thiamine,JZRWCGZRTZMZEH-UHFFFAOYSA-N,HMDB0000235,C00378,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1"
C00481_Pyrazole,WTKZEGDFNFYCGP-UHFFFAOYSA-N,,C00481,"InChI=1S/C3H4N2/c1-2-4-5-3-1/h1-3H,(H,4,5)"
C00498_ADP-glucose,WFPZSXYXPSUOPY-ROYWQJLOSA-N,HMDB0006557,C00498,"InChI=1S/C16H25N5O15P2/c17-13-7-14(19-3-18-13)21(4-20-7)15-11(26)9(24)6(33-15)2-32-37(28,29)36-38(30,31)35-16-12(27)10(25)8(23)5(1-22)34-16/h3-6,8-12,15-16,22-27H,1-2H2,(H,28,29)(H,30,31)(H2,17,18,19)/t5-,6-,8-,9-,10+,11-,12-,15-,16-/m1/s1"
C00318_Carnitine,PHIQHXFUZVPYII-ZCFIWIBFSA-N,HMDB0000062,C00318,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1"
C01930_Lysinamide,HKXLAGBDJVHRQG-YFKPBYRVSA-N,,C01930,"InChI=1S/C6H15N3O/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H2,9,10)/t5-/m0/s1"
C05584_4-Hydroxy-3-methoxymandelate,CGQCWMIAEPEHNQ-UHFFFAOYSA-N,HMDB0000291,C05584,"InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)"
C05598_Phenaceturate,UTYVDVLMYQPLQB-UHFFFAOYSA-N,HMDB0000821,C05598,"InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)"
C00170_5-Methylthioadenosine,WUUGFSXJNOTRMR-IOSLPCCCSA-N,HMDB0001173,C00170,"InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1"
C05984_2-Hydroxybutyrate,AFENDNXGAFYKQO-VKHMYHEASA-N,HMDB0000008,C05984,"InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1"
C08262_3-Methylbutanoate,GWYFCOCPABKNJV-UHFFFAOYSA-N,HMDB0000718,C08262,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)"
C02787_Isobutylamine,KDSNLYIMUZNERS-UHFFFAOYSA-N,HMDB0034198,C02787,"InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3"
C02704_Methyl sulfate,JZMJDSHXVKJFKW-UHFFFAOYSA-N,,C02704,"InChI=1S/CH4O4S/c1-5-6(2,3)4/h1H3,(H,2,3,4)"
C03139_Guanidinosuccinate,VVHOUVWJCQOYGG-REOHCLBHSA-N,HMDB0003157,C03139,"InChI=1S/C5H9N3O4/c6-5(7)8-2(4(11)12)1-3(9)10/h2H,1H2,(H,9,10)(H,11,12)(H4,6,7,8)/t2-/m0/s1"
C00085_F6P,BGWGXPAPYGQALX-VRPWFDPXSA-N,HMDB0000124,C00085,"InChI=1S/C6H13O9P/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/t3-,4-,5+,6?/m1/s1"
C01740_Octylamine,IOQPZZOEVPZRBK-UHFFFAOYSA-N,,C01740,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3"
C10833_Syringate,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,HMDB0002085,C10833,"InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)"
C02735_Phenylethanolamine,ULSIYEODSMZIPX-UHFFFAOYSA-N,HMDB0001065,C02735,"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2"
C00423_trans-Cinnamate,WBYWAXJHAXSJNI-VOTSOKGWSA-N,,C00423,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+"
C16741_5-Hydroxylysine,YSMODUONRAFBET-UHNVWZDZSA-N,HMDB0000450,C16741,"InChI=1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)/t4-,5+/m1/s1"
C05852_2-Hydroxyphenylacetate,CCVYRRGZDBSHFU-UHFFFAOYSA-N,HMDB0000669,C05852,"InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)"
C01073_N-Acetyl-beta-alanine,LJLLAWRMBZNPMO-UHFFFAOYSA-N,HMDB0061880,C01073,"InChI=1S/C5H9NO3/c1-4(7)6-3-2-5(8)9/h2-3H2,1H3,(H,6,7)(H,8,9)"
-_2-Hydroxypentanoate,JRHWHSJDIILJAT-UHFFFAOYSA-N,HMDB0001863,,"InChI=1S/C5H10O3/c1-2-3-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)"
C03404_Tyrosine methyl ester,MWZPENIJLUWBSY-VIFPVBQESA-N,HMDB0029217,C03404,"InChI=1S/C10H13NO3/c1-14-10(13)9(11)6-7-2-4-8(12)5-3-7/h2-5,9,12H,6,11H2,1H3/t9-/m0/s1"
C03406_Argininosuccinate,KDZOASGQNOPSCU-WDSKDSINSA-N,HMDB0000052,C03406,"InChI=1S/C10H18N4O6/c11-5(8(17)18)2-1-3-13-10(12)14-6(9(19)20)4-7(15)16/h5-6H,1-4,11H2,(H,15,16)(H,17,18)(H,19,20)(H3,12,13,14)/t5-,6-/m0/s1"
C11145_Methanesulfonate,AFVFQIVMOAPDHO-UHFFFAOYSA-N,HMDB0240280,C11145,"InChI=1S/CH4O3S/c1-5(2,3)4/h1H3,(H,2,3,4)"
C00295_Orotate,PXQPEWDEAKTCGB-UHFFFAOYSA-N,HMDB0000226,C00295,"InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)"
C00153_Nicotinamide,DFPAKSUCGFBDDF-UHFFFAOYSA-N,HMDB0001406,C00153,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)"
C00082_Tyr,OUYCCCASQSFEME-QMMMGPOBSA-N,HMDB0000158,C00082,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1"
C00438_Carbamoylaspartate,HLKXYZVTANABHZ-REOHCLBHSA-N,HMDB0000828,C00438,"InChI=1S/C5H8N2O5/c6-5(12)7-2(4(10)11)1-3(8)9/h2H,1H2,(H,8,9)(H,10,11)(H3,6,7,12)/t2-/m0/s1"
C00135_His,HNDVDQJCIGZPNO-YFKPBYRVSA-N,HMDB0000177,C00135,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1"
C01771_Crotonate,LDHQCZJRKDOVOX-NSCUHMNNSA-N,HMDB0010720,C01771,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2+"
C02115_Alpha-Methylserine,CDUUKBXTEOFITR-SCSAIBSYSA-N,,C02115,"InChI=1S/C4H9NO3/c1-4(5,2-6)3(7)8/h6H,2,5H2,1H3,(H,7,8)/t4-/m1/s1"
C07166_Trientine,VILCJCGEZXAXTO-UHFFFAOYSA-N,,C07166,"InChI=1S/C6H18N4/c7-1-3-9-5-6-10-4-2-8/h9-10H,1-8H2"
C00245_Taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,HMDB0000251,C00245,"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)"
C00639_Prostaglandin F2alpha,PXGPLTODNUVGFL-YNNPMVKQSA-N,HMDB0001139,C00639,"InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-19,21-23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,18-,19+/m0/s1"
C08269_Betonicine,MUNWAHDYFVYIKH-RITPCOANSA-N,HMDB0029412,C08269,"InChI=1S/C7H13NO3/c1-8(2)4-5(9)3-6(8)7(10)11/h5-6,9H,3-4H2,1-2H3/t5-,6+/m1/s1"
C11331_Leu-Leu-Tyr,UCNNZELZXFXXJQ-BZSNNMDCSA-N,,C11331,"InChI=1S/C21H33N3O5/c1-12(2)9-16(22)19(26)23-17(10-13(3)4)20(27)24-18(21(28)29)11-14-5-7-15(25)8-6-14/h5-8,12-13,16-18,25H,9-11,22H2,1-4H3,(H,23,26)(H,24,27)(H,28,29)/t16-,17-,18-/m0/s1"
C00357_N-Acetylglucosamine 6-phosphate,BRGMHAYQAZFZDJ-RTRLPJTCSA-N,HMDB0002817,C00357,"InChI=1S/C8H16NO9P/c1-3(10)9-5-7(12)6(11)4(18-8(5)13)2-17-19(14,15)16/h4-8,11-13H,2H2,1H3,(H,9,10)(H2,14,15,16)/t4-,5-,6-,7-,8?/m1/s1"
C01817_Homocystine,ZTVZLYBCZNMWCF-UHFFFAOYSA-N,HMDB0000575,C01817,"InChI=1S/C8H16N2O4S2/c9-5(7(11)12)1-3-15-16-4-2-6(10)8(13)14/h5-6H,1-4,9-10H2,(H,11,12)(H,13,14)"
C05660_5-Methoxyindoleacetate,COCNDHOPIHDTHK-UHFFFAOYSA-N,HMDB0004096,C05660,"InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)"
C01089_3-Hydroxybutyrate,WHBMMWSBFZVSSR-GSVOUGTGSA-N,HMDB0000357,C01089,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1"
C00750_Spermine,PFNFFQXMRSDOHW-UHFFFAOYSA-N,HMDB0001256,C00750,"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2"
C02291_Cystathionine,ILRYLPWNYFXEMH-WHFBIAKZSA-N,HMDB0000099,C02291,"InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1"
C00096_GDP-mannose,MVMSCBBUIHUTGJ-GDJBGNAASA-N,HMDB0062759,C00096,"InChI=1S/C16H25N5O16P2/c17-16-19-12-6(13(28)20-16)18-3-21(12)14-10(26)8(24)5(34-14)2-33-38(29,30)37-39(31,32)36-15-11(27)9(25)7(23)4(1-22)35-15/h3-5,7-11,14-15,22-27H,1-2H2,(H,29,30)(H,31,32)(H3,17,19,20,28)/t4-,5-,7-,8-,9+,10-,11+,14-,15-/m1/s1"
C00130_IMP,GRSZFWQUAKGDAV-KQYNXXCUSA-N,HMDB0015536,C00130,"InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1"
C00519_Hypotaurine,VVIUBCNYACGLLV-UHFFFAOYSA-N,HMDB0000965,C00519,"InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)"
C02518_4-Aminosalicylate,WUBBRNOQWQTFEX-UHFFFAOYSA-N,HMDB0014378,C02518,"InChI=1S/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)"
C02486_beta-Leucine,GLUJNGJDHCTUJY-RXMQYKEDSA-N,HMDB0003640,C02486,"InChI=1S/C6H13NO2/c1-4(2)5(7)3-6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m1/s1"
C00253_Nicotinate,PVNIIMVLHYAWGP-UHFFFAOYSA-N,HMDB0001488,C00253,"InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)"
-_3-Indoxyl sulfate,BXFFHSIDQOFMLE-UHFFFAOYSA-N,HMDB0000682,,"InChI=1S/C8H7NO4S/c10-14(11,12)13-8-5-9-7-4-2-1-3-6(7)8/h1-5,9H,(H,10,11,12)"
C00308_Canavanine,FSBIGDSBMBYOPN-VKHMYHEASA-N,HMDB0002706,C00308,"InChI=1S/C5H12N4O3/c6-3(4(10)11)1-2-12-9-5(7)8/h3H,1-2,6H2,(H,10,11)(H4,7,8,9)/t3-/m0/s1"
C00847_4-Pyridoxate,HXACOUQIXZGNBF-UHFFFAOYSA-N,HMDB0000017,C00847,"InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)"
C00077_Ornithine,AHLPHDHHMVZTML-BYPYZUCNSA-N,HMDB0000214,C00077,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1"
"C01060_3,5-Diiodo-tyrosine",NYPYHUZRZVSYKL-ZETCQYMHSA-N,,C01060,"InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1"
C15587_Purine,KDCGOANMDULRCW-UHFFFAOYSA-N,HMDB0001366,C15587,"InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)"
C03958_TRH,XNSAINXGIQZQOO-SRVKXCTJSA-N,HMDB0060080,C03958,"InChI=1S/C16H22N6O4/c17-14(24)12-2-1-5-22(12)16(26)11(6-9-7-18-8-19-9)21-15(25)10-3-4-13(23)20-10/h7-8,10-12H,1-6H2,(H2,17,24)(H,18,19)(H,20,23)(H,21,25)/t10-,11-,12-/m0/s1"
-_4-Oxopentanoate,JOOXCMJARBKPKM-UHFFFAOYSA-N,HMDB0000720,,"InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)"
C00745_Nicotine,SNICXCGAKADSCV-JTQLQIEISA-N,HMDB0001934,C00745,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1"
C00169_Carbamoylphosphate,FFQKYPRQEYGKAF-UHFFFAOYSA-N,HMDB0001096,C00169,"InChI=1S/CH4NO5P/c2-1(3)7-8(4,5)6/h(H2,2,3)(H2,4,5,6)"
C05629_3-Phenylpropionate,XMIIGOLPHOKFCH-UHFFFAOYSA-N,HMDB0000764,C05629,"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)"
C00103_G1P,HXXFSFRBOHSIMQ-VFUOTHLCSA-N,HMDB0001586,C00103,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6-/m1/s1"
C03969_1-Amino-1-cyclopentanecarboxylate,NILQLFBWTXNUOE-UHFFFAOYSA-N,HMDB0062225,C03969,"InChI=1S/C6H11NO2/c7-6(5(8)9)3-1-2-4-6/h1-4,7H2,(H,8,9)"
-_2-Hydroxyoctanoate,JKRDADVRIYVCCY-UHFFFAOYSA-N,HMDB0000711,,"InChI=1S/C8H16O3/c1-2-3-4-5-6-7(9)8(10)11/h7,9H,2-6H2,1H3,(H,10,11)"
C04037_Galacturonate 1-phosphate,AIQDYKMWENWVQJ-DTEWXJGMSA-N,,C04037,"InChI=1S/C6H11O10P/c7-1-2(8)4(5(10)11)15-6(3(1)9)16-17(12,13)14/h1-4,6-9H,(H,10,11)(H2,12,13,14)/t1-,2+,3+,4-,6+/m0/s1"
"C04259_N-alpha,N-alpha-Dimethylhistidine",IMOBSLOLPCWZKQ-ZETCQYMHSA-N,,C04259,"InChI=1S/C8H13N3O2/c1-11(2)7(8(12)13)3-6-4-9-5-10-6/h4-5,7H,3H2,1-2H3,(H,9,10)(H,12,13)/t7-/m0/s1"
C00263_Homoserine,UKAUYVFTDYCKQA-VKHMYHEASA-N,HMDB0000719,C00263,"InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1"
C08261_Azelate,BDJRBEYXGGNYIS-UHFFFAOYSA-N,HMDB0000784,C08261,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)"
"C00054_Adenosine 3',5'-diphosphate",WHTCPDAXWFLDIH-KQYNXXCUSA-N,HMDB0000061,C00054,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(25-27(20,21)22)4(24-10)1-23-26(17,18)19/h2-4,6-7,10,16H,1H2,(H2,11,12,13)(H2,17,18,19)(H2,20,21,22)/t4-,6-,7-,10-/m1/s1"
C05123_Isethionate,SUMDYPCJJOFFON-UHFFFAOYSA-N,HMDB0003903,C05123,"InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)"
C00296_Quinate,AAWZDTNXLSGCEK-WYWMIBKRSA-N,HMDB0003072,C00296,"InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1"
C00199_Ru5P,FNZLKVNUWIIPSJ-UHNVWZDZSA-N,HMDB0000618,C00199,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5+/m1/s1"
C01096_Sorbitol 6-phosphate,GACTWZZMVMUKNG-SLPGGIOYSA-N,HMDB0005831,C01096,"InChI=1S/C6H15O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h3-11H,1-2H2,(H2,12,13,14)/t3-,4+,5+,6+/m0/s1"
C00016_FAD,VWWQXMAJTJZDQX-UYBVJOGSSA-N,HMDB0001248,C00016,"InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1"
C05145_3-Aminoisobutyrate,QCHPKSFMDHPSNR-UHFFFAOYSA-N,HMDB0003911,C05145,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)"
C00385_Xanthine,LRFVTYWOQMYALW-UHFFFAOYSA-N,HMDB0000292,C00385,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)"
C00884_Homocarnosine,CCLQKVKJOGVQLU-QMMMGPOBSA-N,HMDB0000745,C00884,"InChI=1S/C10H16N4O3/c11-3-1-2-9(15)14-8(10(16)17)4-7-5-12-6-13-7/h5-6,8H,1-4,11H2,(H,12,13)(H,14,15)(H,16,17)/t8-/m0/s1"
C00689_Trehalose 6-phosphate,LABSPYBHMPDTEL-LIZSDCNHSA-N,HMDB0001124,C00689,"InChI=1S/C12H23O14P/c13-1-3-5(14)7(16)9(18)11(24-3)26-12-10(19)8(17)6(15)4(25-12)2-23-27(20,21)22/h3-19H,1-2H2,(H2,20,21,22)/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1"
C00109_2-Oxobutyrate,TYEYBOSBBBHJIV-UHFFFAOYSA-N,HMDB0000005,C00109,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)"
C00019_SAM+,MEFKEPWMEQBLKI-AIRLBKTGSA-N,HMDB0001185,C00019,"InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/t7-,8+,10+,11+,14+,27?/m0/s1"
C02341_trans-Aconitate,GTZCVFVGUGFEME-HNQUOIGGSA-N,HMDB0000958,C02341,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1+"
C00328_Kynurenine,YGPSJZOEDVAXAB-QMMMGPOBSA-N,HMDB0000684,C00328,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1"
-_SDMA,HVPFXCBJHIIJGS-LURJTMIESA-N,HMDB0003334,,"InChI=1S/C8H18N4O2/c1-10-8(11-2)12-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H,13,14)(H2,10,11,12)/t6-/m0/s1"
C10172_Proline betaine,CMUNUTVVOOHQPW-LURJTMIESA-N,HMDB0004827,C10172,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1"
C02678_Dodecanedioate,TVIDDXQYHWJXFK-UHFFFAOYSA-N,HMDB0000623,C02678,"InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)"
C07044_Hydroxyurea,VSNHCAURESNICA-UHFFFAOYSA-N,HMDB0015140,C07044,"InChI=1S/CH4N2O2/c2-1(4)3-5/h5H,(H3,2,3,4)"
C02794_3-Hydroxykynurenine,VCKPUUFAIGNJHC-UHFFFAOYSA-N,HMDB0000732,C02794,"InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)"
C01996_Acetylcholine,OIPILFWXSMYKGL-UHFFFAOYSA-N,HMDB0000895,C01996,"InChI=1S/C7H16NO2/c1-7(9)10-6-5-8(2,3)4/h5-6H2,1-4H3/q+1"
C02614_Citramalate,XFTRTWQBIOMVPK-YFKPBYRVSA-N,HMDB0000426,C02614,"InChI=1S/C5H8O5/c1-5(10,4(8)9)2-3(6)7/h10H,2H2,1H3,(H,6,7)(H,8,9)/t5-/m0/s1"
C02567_N1-Acetylspermine,GUNURVWAJRRUAV-UHFFFAOYSA-N,HMDB0001186,C02567,"InChI=1S/C12H28N4O/c1-12(17)16-11-5-10-15-8-3-2-7-14-9-4-6-13/h14-15H,2-11,13H2,1H3,(H,16,17)"
C01103_Orotidine 5'-monophosphate,KYOBSHFOBAOFBF-XVFCMESISA-N,HMDB0000218,C01103,"InChI=1S/C10H13N2O11P/c13-5-1-3(9(16)17)12(10(18)11-5)8-7(15)6(14)4(23-8)2-22-24(19,20)21/h1,4,6-8,14-15H,2H2,(H,16,17)(H,11,13,18)(H2,19,20,21)/t4-,6-,7-,8-/m1/s1"
C00179_Agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,HMDB0001432,C00179,"InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)"
